,item,pos,PosScore,NegScore,total_score
6972,parasit,n,0.0,-0.312,-0.312
6973,parasitär,a,0.0,-0.125,-0.125
6974,pardon,n,0.062,-0.062,0.0
6975,paregorisch,n,0.125,-0.125,0.0
6976,parfümiert,a,0.062,-0.25,-0.188
6977,parität,n,0.125,-0.125,0.0
6978,parkinson,n,0.0,-0.5,-0.5
6979,parkverbotszone,n,0.0,-0.375,-0.375
6980,parodie,v,0.0,-0.125,-0.125
6981,paroxysmal,a,0.375,-0.375,0.0
6982,parthenogenese,n,0.125,-0.125,0.0
6983,partikelfarbene rosskastanie,n,0.25,-0.25,0.0
6984,partitiv,a,0.125,-0.125,0.0
6985,partituren,n,0.0,-0.5,-0.5
6986,partnerbeziehung,n,0.125,-0.0,0.125
6987,party-spiel,n,0.125,-0.0,0.125
6988,passen,v,0.39899999999999997,-0.023,0.377
6989,passend,r,0.25,-0.05,0.2
6990,passgenauigkeit,n,0.5,-0.0,0.5
6991,passioniert,r,0.5,-0.0,0.5
6992,passiv,r,0.062,-0.25,-0.188
6993,passivismus,n,0.0,-0.125,-0.125
6994,passivität,n,0.062,-0.25,-0.188
6995,pastellartig,a,0.125,-0.125,0.0
6996,pasten,n,0.125,-0.125,0.0
6997,patent,v,0.43799999999999994,-0.0,0.43799999999999994
6998,patentiert,a,0.0,-0.125,-0.125
6999,patentverletzung,n,0.125,-0.125,0.0
7000,pathologisch,a,0.125,-0.5,-0.375
7001,pathos,n,0.396,-0.271,0.125
7002,patriotismus,n,0.125,-0.125,0.0
7003,patzer,n,0.0,-0.875,-0.875
7004,pause,n,0.125,-0.0,0.125
7005,pech,n,0.0,-0.43799999999999994,-0.43799999999999994
7006,pechig,a,0.0,-0.125,-0.125
7007,pechschwarz,n,0.125,-0.25,-0.125
7008,pedantisch,r,0.0,-0.625,-0.625
7009,peer group,n,0.125,-0.125,0.0
7010,pein,v,0.0,-0.531,-0.531
7011,peinlich,a,0.017,-0.5489999999999999,-0.532
7012,peinlich berührt,a,0.0,-0.375,-0.375
7013,peinlichkeit,n,0.0,-0.375,-0.375
7014,peitsche,v,0.20800000000000002,-0.20800000000000002,0.0
7015,peitschen,n,0.0,-0.375,-0.375
7016,peitschen wie,a,0.25,-0.25,0.0
7017,pelz,n,0.0,-0.125,-0.125
7018,pelzartig,a,0.0,-0.25,-0.25
7019,pendeln,v,0.062,-0.188,-0.125
7020,penibel,a,0.25,-0.375,-0.125
7021,pensionieren,v,0.25,-0.0,0.25
7022,pentasyllabisch,a,0.25,-0.25,0.0
7023,perfekt,r,0.552,-0.052000000000000005,0.5
7024,perfektion,n,0.625,-0.0,0.625
7025,perfektionierer,n,0.125,-0.0,0.125
7026,perfektionismus,n,0.0,-0.125,-0.125
7027,perfervid,a,0.375,-0.375,0.0
7028,perfide,a,0.125,-0.5,-0.375
7029,performance,n,0.188,-0.0,0.188
7030,periodisches ödem,n,0.0,-0.5,-0.5
7031,periodizität,n,0.25,-0.25,0.0
7032,perlmutterfalter,n,0.125,-0.125,0.0
7033,permanent,r,0.25,-0.0,0.25
7034,perognathus,n,0.125,-0.125,0.0
7035,persönlich,a,0.125,-0.125,0.0
7036,persönlichkeit,n,0.0,-0.125,-0.125
7037,pertinität,n,0.125,-0.125,0.0
7038,perückenlos,a,0.0,-0.625,-0.625
7039,pervers,a,0.075,-0.45399999999999996,-0.379
7040,perversion,n,0.042,-0.292,-0.25
7041,perversität,n,0.0,-0.25,-0.25
7042,pervertiert,a,0.25,-0.292,-0.042
7043,pessimismus,n,0.0,-0.375,-0.375
7044,pessimist,n,0.0,-0.25,-0.25
7045,pessimistisch,r,0.0,-0.25,-0.25
7046,pessimum,a,0.125,-0.5,-0.375
7047,pest,n,0.15,-0.294,-0.14400000000000002
7048,pestizidvergiftung,n,0.0,-0.25,-0.25
7049,pfeil,v,0.062,-0.062,0.0
7050,pferdehandel,n,0.0,-0.125,-0.125
7051,pfirsicheis,n,0.125,-0.125,0.0
7052,pflanze,v,0.062,-0.125,-0.062
7053,pflege,n,0.312,-0.188,0.125
7054,pflegen,v,0.20800000000000002,-0.069,0.139
7055,pflichtbewusst,a,0.375,0.0,0.375
7056,pflichtbewusstsein,n,0.375,-0.0,0.375
7057,pflichtgebunden,a,0.625,-0.0,0.625
7058,pfund,n,0.042,-0.33299999999999996,-0.292
7059,pfusch,v,0.20800000000000002,-0.45799999999999996,-0.25
7060,phaethontidae,n,0.125,-0.125,0.0
7061,phaneromanie,n,0.125,-0.125,0.0
7062,phänomenal,a,0.375,-0.0,0.375
7063,phantasie,n,0.375,-0.0,0.375
7064,phantasiefrei,a,0.0,-0.5,-0.5
7065,phantasieren,v,0.188,-0.062,0.126
7066,phantasierend,a,0.25,-0.43799999999999994,-0.188
7067,phantasievoll,r,0.5,-0.0,0.5
7068,phantasiewelt,n,0.125,-0.375,-0.25
7069,phantasmagorisch,a,0.25,-0.5,-0.25
7070,phantastisch,a,0.875,-0.125,0.75
7071,phantom,n,0.07200000000000001,-0.21899999999999997,-0.146
7072,phantomschmerz,n,0.125,-0.125,0.0
7073,phenazopyridin,n,0.125,-0.125,0.0
7074,philosophieren,v,0.25,-0.0,0.25
7075,philosophisch,a,0.083,-0.33299999999999996,-0.25
7076,phlebitis,n,0.0,-0.625,-0.625
7077,phobie,n,0.125,-0.75,-0.625
7078,phobisch,a,0.0,-0.625,-0.625
7079,pholiota squarrosa,n,0.25,-0.25,0.0
7080,photopisches sehen,n,0.125,-0.125,0.0
7081,phrenetisch,a,0.25,-0.5,-0.25
7082,physisch,a,0.25,-0.312,-0.062
7083,pickel,n,0.0,-0.312,-0.312
7084,pickelig,a,0.0,-0.375,-0.375
7085,picken,v,0.125,-0.375,-0.25
7086,pietismus,n,0.25,-0.5,-0.25
7087,pik-ass,n,0.0,-0.125,-0.125
7088,pilzinfektion,n,0.0,-0.375,-0.375
7089,pingelig,a,0.125,-0.188,-0.062
7090,pinguinus,n,0.125,-0.125,0.0
7091,pinkeln,n,0.0,-0.125,-0.125
7092,pirat,n,0.125,-0.125,0.0
7093,piroxicam,n,0.125,-0.125,0.0
7094,piss,n,0.0,-0.43799999999999994,-0.43799999999999994
7095,pisse,n,0.0,-0.125,-0.125
7096,pissen,n,0.0,-0.125,-0.125
7097,pistillode,n,0.25,-0.25,0.0
7098,pithecia,n,0.0,-0.625,-0.625
7099,pixelig,a,0.0,-0.25,-0.25
7100,pkd,n,0.0,-0.625,-0.625
7101,plackerei,a,0.0,-0.375,-0.375
7102,plädieren,v,0.0,-0.125,-0.125
7103,plädoyer,n,0.0,-0.125,-0.125
7104,plagiieren,v,0.0,-0.375,-0.375
7105,planen,n,0.125,-0.0,0.125
7106,planlos,a,0.43799999999999994,-0.25,0.188
7107,planmäßigkeit,n,0.375,-0.125,0.25
7108,plappern,v,0.0,-0.25,-0.25
7109,plappernd,v,0.0,-0.125,-0.125
7110,plätschern,a,0.25,-0.5,-0.25
7111,platt,a,0.125,-0.375,-0.25
7112,plattfuß,n,0.125,-0.375,-0.25
7113,platzen,v,0.031,-0.125,-0.094
7114,platzhalter,n,0.0,-0.375,-0.375
7115,platzieren,v,0.125,-0.0,0.125
7116,platziert,v,0.125,-0.0,0.125
7117,platzte hervor,v,0.0,-0.125,-0.125
7118,platzwunde,n,0.125,-0.125,0.0
7119,plaudern,n,0.125,-0.188,-0.062
7120,plausibel,a,0.43799999999999994,-0.094,0.344
7121,plausibilität,n,0.375,0.0,0.375
7122,pleite,v,0.125,-0.406,-0.281
7123,pleite gehen,v,0.0,-0.5,-0.5
7124,plenum,n,0.25,-0.125,0.125
7125,ploceidae,n,0.125,-0.125,0.0
7126,plötzlichkeit,n,0.43799999999999994,-0.375,0.062
7127,pls,slang,0.375,-0.0,0.375
7128,plumpheit,n,0.125,-0.5,-0.375
7129,plündern,v,0.0,-0.25,-0.25
7130,pluralist,n,0.0,-0.625,-0.625
7131,plüschig,a,0.312,-0.25,0.062
7132,plz,slang,0.375,-0.0,0.375
7133,pneumokokken,n,0.0,-0.625,-0.625
7134,pneumonisch,a,0.0,-0.625,-0.625
7135,pochen,v,0.125,-0.25,-0.125
7136,pochend,n,0.0,-0.125,-0.125
7137,pocke,v,0.25,-0.25,0.0
7138,pocken,n,0.0,-0.5,-0.5
7139,pockenimpfstoff,n,0.0,-0.375,-0.375
7140,pockennarbe,v,0.25,-0.25,0.0
7141,pockennarbig,a,0.062,-0.312,-0.25
7142,poetisch,r,0.188,0.0,0.188
7143,poker-konfrontiert,a,0.375,-0.375,0.0
7144,polar-,a,0.41700000000000004,-0.41700000000000004,0.0
7145,polarisieren,v,0.125,-0.0,0.125
7146,polarisiert,v,0.125,-0.0,0.125
7147,polarität,n,0.25,-0.125,0.125
7148,polemik,n,0.188,-0.125,0.062
7149,polemisch,r,0.125,-0.25,-0.125
7150,polieren,v,0.09300000000000001,-0.062,0.031
7151,poliert,a,0.25,-0.042,0.20800000000000002
7152,polizeibeamter,n,0.125,-0.125,0.0
7153,poltergeist,n,0.0,-0.125,-0.125
7154,pompös,r,0.188,-0.21899999999999997,-0.031
7155,pooh-bah,n,0.25,-0.25,0.0
7156,popel,n,0.0,-0.125,-0.125
7157,porös,a,0.0,-0.5,-0.5
7158,pose,v,0.042,-0.375,-0.33299999999999996
7159,posieren,n,0.0,-0.5,-0.5
7160,positiv,a,0.485,-0.051,0.434
7161,positivist,n,0.125,-0.0,0.125
7162,positivität,n,0.475,-0.275,0.2
7163,posse,n,0.125,-0.0,0.125
7164,posteriorität,n,0.125,-0.125,0.0
7165,postkommunistisch,a,0.0,-0.125,-0.125
7166,postmortal,a,0.0,-0.125,-0.125
7167,potenz,n,0.25,-0.0,0.25
7168,potenzial,n,0.25,-0.0,0.25
7169,potomanie,n,0.125,-0.125,0.0
7170,pracht,n,0.5,-0.05,0.45
7171,prächtig,r,0.43799999999999994,0.0,0.43799999999999994
7172,prädisponiert,a,0.125,-0.125,0.0
7173,präeklampsie,n,0.0,-0.5,-0.5
7174,präferenz,n,0.312,-0.0,0.312
7175,prägend,a,0.5,-0.0,0.5
7176,pragmatisch,r,0.125,-0.0,0.125
7177,pragmatismus,n,0.125,-0.0,0.125
7178,prägnant,r,0.312,0.0,0.312
7179,prägnanz,n,0.0,-0.125,-0.125
7180,prähistorisch,a,0.0,-0.21899999999999997,-0.21899999999999997
7181,prahlen,v,0.125,-0.375,-0.25
7182,prahler,n,0.125,-0.375,-0.25
7183,prahlerei,n,0.1,-0.3,-0.2
7184,prahlerisch,a,0.0,-0.25,-0.25
7185,praktikabel,a,0.375,-0.0,0.375
7186,praktikabilität,n,0.312,-0.125,0.188
7187,praktisch,a,0.295,-0.10400000000000001,0.191
7188,prall,a,0.0,-0.43799999999999994,-0.43799999999999994
7189,prallen,v,0.0,-0.25,-0.25
7190,prämie,n,0.25,-0.25,0.0
7191,prämiert,,0.25,-0.0,0.25
7192,pranger,v,0.0,-0.312,-0.312
7193,präpubertär,a,0.125,-0.125,0.0
7194,prasseln,v,0.0,-0.25,-0.25
7195,präsymptomatisch,a,0.25,-0.5,-0.25
7196,präventivschlag,n,0.0,-0.125,-0.125
7197,präzipitat,v,0.0,-0.5,-0.5
7198,präzise,a,0.43799999999999994,-0.0,0.43799999999999994
7199,predigen,a,0.5,-0.125,0.375
7200,predigt,n,0.25,-0.25,0.0
7201,preis,n,0.396,-0.042,0.354
7202,preis senken,n,0.125,-0.125,0.0
7203,preisgekrönt,,0.25,-0.0,0.25
7204,preisschild,n,0.125,-0.125,0.0
7205,preisträger,n,0.5,0.0,0.5
7206,preiswert,a,0.0,-0.25,-0.25
7207,prekär,a,0.042,-0.625,-0.583
7208,prellung,v,0.0,-0.385,-0.385
7209,premie,n,0.5,-0.0,0.5
7210,prestige,n,0.25,-0.125,0.125
7211,prestigeträchtig,a,0.625,-0.0,0.625
7212,prickeln,v,0.042,-0.41700000000000004,-0.375
7213,prima,slang,0.625,-0.042,0.583
7214,primär,a,0.35,-0.175,0.175
7215,primität,n,0.25,-0.43799999999999994,-0.188
7216,primitivismus,n,0.0,-0.375,-0.375
7217,primitivität,n,0.0,-0.375,-0.375
7218,prinzip,n,0.125,-0.0,0.125
7219,prinzipiell,a,0.75,-0.0,0.75
7220,prinzipienlos,a,0.25,-0.312,-0.062
7221,priorität,n,0.125,-0.0,0.125
7222,prise,n,0.025,-0.35,-0.325
7223,pritsche,n,0.0,-0.5,-0.5
7224,private stiftung,n,0.0,-0.625,-0.625
7225,privileg,n,0.312,-0.0,0.312
7226,privilegiert,a,0.43799999999999994,-0.312,0.125
7227,probelauf,n,0.125,-0.0,0.125
7228,probezeit,n,0.0,-0.125,-0.125
7229,problem,n,0.0,-0.531,-0.531
7230,problem nehmen,v,0.125,-0.125,0.0
7231,problematisch,a,0.0,-0.5,-0.5
7232,procrastinator,n,0.0,-0.625,-0.625
7233,produktiv,a,0.396,0.0,0.396
7234,produktivität,n,0.375,-0.25,0.125
7235,profan,r,0.0,-0.25,-0.25
7236,profanität,n,0.062,-0.25,-0.188
7237,professionell,r,0.125,-0.0,0.125
7238,profitabel,r,0.188,0.0,0.188
7239,profitieren,v,0.354,0.0,0.354
7240,prognose,n,0.125,-0.125,0.0
7241,prognostisch,a,0.0,-0.125,-0.125
7242,programmierfehler,n,0.0,-0.5,-0.5
7243,progressiv,a,0.41700000000000004,-0.083,0.33299999999999996
7244,progressive vaccinia,n,0.125,-0.125,0.0
7245,progressivität,n,0.125,0.0,0.125
7246,projektil,n,0.0,-0.125,-0.125
7247,prokaryotisch,a,0.0,-0.25,-0.25
7248,prominent,a,0.375,-0.062,0.312
7249,promiscuous,a,0.0,-0.5,-0.5
7250,prophetisch,a,0.083,-0.083,0.0
7251,prosauropoda,n,0.25,-0.25,0.0
7252,prost,a,0.125,-0.0,0.125
7253,prostituierte,v,0.0,-0.43799999999999994,-0.43799999999999994
7254,protest,n,0.094,-0.188,-0.094
7255,proteus,n,0.062,-0.125,-0.062
7256,protzig,a,0.063,-0.43700000000000006,-0.375
7257,provinzialismus,n,0.125,-0.375,-0.25
7258,provisorisch,n,0.125,-0.25,-0.125
7259,provokateur,n,0.0,-0.5,-0.5
7260,provokation,n,0.0,-0.5,-0.5
7261,provokativ,a,0.0,-0.5,-0.5
7262,provokator,n,0.0,-0.5,-0.5
7263,provozieren,v,0.125,-0.406,-0.281
7264,provozierend,r,0.125,-0.625,-0.5
7265,provoziert,a,0.0,-0.5,-0.5
7266,prüde,n,0.0,-0.25,-0.25
7267,prüderie,n,0.125,-0.625,-0.5
7268,prüfen,v,0.33,-0.018000000000000002,0.312
7269,prüfer,n,0.5,0.0,0.5
7270,prüfung,v,0.0,-0.125,-0.125
7271,prügel,n,0.0,-0.125,-0.125
7272,prügeln,v,0.0,-0.125,-0.125
7273,prügelstrafe,n,0.0,-0.375,-0.375
7274,prunk,n,0.188,-0.25,-0.062
7275,prunkstück,n,0.125,-0.0,0.125
7276,pseudo-,n,0.0,-0.43799999999999994,-0.43799999999999994
7277,psychedelisch,a,0.0,-0.312,-0.312
7278,psychisch,a,0.0,-0.125,-0.125
7279,psychisch krank,a,0.0,-0.75,-0.75
7280,psychische störung,n,0.125,-0.375,-0.25
7281,psycho,n,0.0,-0.375,-0.375
7282,psychoaktiv,a,0.25,-0.25,0.0
7283,psychokinetisch,a,0.125,-0.125,0.0
7284,psychologisch,a,0.0,-0.375,-0.375
7285,psychoneurotisch,n,0.0,-0.5,-0.5
7286,psychose,n,0.125,-0.5,-0.375
7287,psychosomatisch,a,0.0,-0.375,-0.375
7288,psychotherapie,n,0.062,-0.125,-0.062
7289,psychotisch,n,0.0,-0.562,-0.562
7290,psychotrop,a,0.25,-0.25,0.0
7291,publikumswirksam,a,0.0,-0.5,-0.5
7292,publizierbar,a,0.625,-0.0,0.625
7293,puddingartig,a,0.0,-0.125,-0.125
7294,puff,n,0.0,-0.125,-0.125
7295,puffer,n,0.156,-0.031,0.125
7296,puh-puh,v,0.062,-0.125,-0.062
7297,pulslos,a,0.0,-0.75,-0.75
7298,pulverisieren,v,0.125,-0.25,-0.125
7299,pummelig,a,0.125,-0.125,0.0
7300,pumpe,v,0.0,-0.188,-0.188
7301,punk,n,0.062,-0.562,-0.5
7302,punkt,v,0.062,-0.062,0.0
7303,punktesystem,n,0.25,-0.25,0.0
7304,punktierung,a,0.0,-0.125,-0.125
7305,pünktlich,r,0.542,0.0,0.542
7306,pünktlichkeit,n,0.125,-0.0,0.125
7307,pusteln,a,0.0,-0.375,-0.375
7308,putzen,v,0.0,-0.312,-0.312
7309,pyrektisch,n,0.0,-0.5,-0.5
7310,pyridium,n,0.125,-0.125,0.0
7311,quacksalber,v,0.0,-0.25,-0.25
7312,quacksalberei,n,0.0,-0.375,-0.375
7313,qual,n,0.0,-0.531,-0.531
7314,quälen,v,0.004,-0.622,-0.618
7315,quälend,a,0.071,-0.518,-0.446
7316,qualifikation,n,0.5,-0.125,0.375
7317,qualifizieren,v,0.375,-0.083,0.292
7318,qualifiziert,a,0.25,-0.0,0.25
7319,qualität,n,0.41700000000000004,-0.0,0.41700000000000004
7320,qualitativ,r,0.375,0.0,0.375
7321,qualitätsverlust,n,0.0,-0.125,-0.125
7322,qualvoll,a,0.188,-0.594,-0.406
7323,quantifizierbar,a,0.625,-0.0,0.625
7324,quantifizierbarkeit,n,0.375,-0.25,0.125
7325,quantifizieren,n,0.125,-0.0,0.125
7326,quantifizierung,n,0.125,-0.0,0.125
7327,quantitativ,r,0.25,-0.0,0.25
7328,quarantäne,n,0.0,-0.25,-0.25
7329,quartal,n,0.062,-0.125,-0.062
7330,quasi,a,0.25,-0.375,-0.125
7331,quasseln,v,0.156,-0.188,-0.031
7332,quatsch,n,0.062,-0.406,-0.344
7333,quatschtüte,n,0.0,-0.125,-0.125
7334,quecksilbervergiftung,n,0.0,-0.25,-0.25
7335,querschnittslähmung,n,0.0,-0.125,-0.125
7336,quetschen,n,0.0,-0.562,-0.562
7337,quietschen,v,0.0,-0.375,-0.375
7338,quietscher,n,0.0,-0.25,-0.25
7339,quintessenz,n,0.25,-0.0,0.25
7340,quixotismus,n,0.25,-0.25,0.0
7341,rabe,v,0.062,-0.062,0.0
7342,rache,v,0.0,-0.25,-0.25
7343,rächen,v,0.0,-0.5,-0.5
7344,rachitis,n,0.0,-0.75,-0.75
7345,rachsucht,n,0.0,-0.125,-0.125
7346,rachsüchtig,a,0.047,-0.21899999999999997,-0.172
7347,radikal,n,0.0,-0.5,-0.5
7348,radioaktiv,r,0.125,-0.25,-0.125
7349,radlos,a,0.0,-0.5,-0.5
7350,raffen,n,0.0,-0.125,-0.125
7351,raffinesse,n,0.385,-0.115,0.27
7352,raffiniert,a,0.36200000000000004,-0.198,0.16399999999999998
7353,ramponiert,n,0.0,-0.5,-0.5
7354,rand,v,0.375,-0.375,0.0
7355,randalieren,n,0.25,-0.375,-0.125
7356,randalierer,n,0.0,-0.125,-0.125
7357,randlos,a,0.0,-0.312,-0.312
7358,rang,n,0.23399999999999999,-0.23199999999999998,0.002
7359,rangordnung,n,0.125,-0.125,0.0
7360,ranzig,a,0.0,-0.5,-0.5
7361,rarifizieren,v,0.0,-0.125,-0.125
7362,rascheln,n,0.125,-0.125,0.0
7363,rasend,a,0.125,-0.562,-0.43799999999999994
7364,raserei,n,0.0,-0.125,-0.125
7365,raskolnikov,n,0.375,-0.375,0.0
7366,raspel,v,0.083,-0.20800000000000002,-0.125
7367,rasse,v,0.0,-0.25,-0.25
7368,rasseln,a,0.25,-0.25,0.0
7369,rasselte,a,0.0,-0.125,-0.125
7370,rassist,a,0.0,-0.375,-0.375
7371,rassistisch,a,0.0,-0.375,-0.375
7372,rational,r,0.125,-0.0,0.125
7373,rationalisieren,v,0.125,0.0,0.125
7374,rationalisiert,a,0.25,-0.125,0.125
7375,rationalist,n,0.125,-0.0,0.125
7376,ratlos,r,0.0,-0.5,-0.5
7377,ratlosigkeit,n,0.0,-0.375,-0.375
7378,ratsam,a,0.625,-0.0,0.625
7379,rätsel,n,0.042,-0.43700000000000006,-0.396
7380,rätselhaft,a,0.0,-0.5,-0.5
7381,rätselhaft,a,0.146,-0.375,-0.22899999999999998
7382,ratte,v,0.0,-0.25,-0.25
7383,rattenartig,a,0.0,-0.125,-0.125
7384,rattenbissfieber,n,0.0,-0.5,-0.5
7385,rattenloch,n,0.0,-0.375,-0.375
7386,rau,a,0.075,-0.49200000000000005,-0.41700000000000004
7387,raub,n,0.0,-0.188,-0.188
7388,raubein,n,0.0,-0.875,-0.875
7389,rauben,v,0.0,-0.5,-0.5
7390,räuber,n,0.0,-0.5,-0.5
7391,räuberisch,a,0.25,-0.5,-0.25
7392,raubverdächtiger,n,0.0,-0.25,-0.25
7393,rauch,n,0.021,-0.146,-0.125
7394,rauchen,n,0.062,-0.188,-0.125
7395,raucher,n,0.0,-0.125,-0.125
7396,rauchfrei,a,0.125,-0.0,0.125
7397,rauchig,a,0.0,-0.375,-0.375
7398,rauchigsten,a,0.0,-0.375,-0.575
7399,räudig,n,0.0,-0.625,-0.625
7400,rauesten,a,0.075,-0.49200000000000005,-0.617
7401,raufbold,n,0.375,-0.375,0.0
7402,rauferei,n,0.083,-0.25,-0.16699999999999998
7403,rauh,a,0.062,-0.5,-0.43799999999999994
7404,rauheit,n,0.113,-0.493,-0.381
7405,raum,n,0.062,-0.062,0.0
7406,raum zum atmen,n,0.0,-0.125,-0.125
7407,räumen,v,0.042,-0.292,-0.25
7408,rausbringen,v,0.125,-0.0,0.125
7409,rausch,n,0.156,-0.125,0.031
7410,rauschmittel,n,0.0,-0.5,-0.5
7411,rauschsperre,v,0.062,-0.062,0.0
7412,rausfinden,v,0.0,-0.125,-0.125
7413,rauslassen,v,0.125,-0.0,0.125
7414,re,v,0.0,-0.688,-0.688
7415,reagieren,v,0.312,-0.125,0.188
7416,reagiert nicht,a,0.083,-0.625,-0.542
7417,reaktion,n,0.125,-0.0,0.125
7418,reaktionär,n,0.0,-0.312,-0.312
7419,reaktionslosigkeit,n,0.0,-0.5,-0.5
7420,reaktionsschnell,a,0.375,-0.062,0.312
7421,real,a,0.125,-0.0,0.125
7422,realisierbar,a,0.406,0.0,0.406
7423,realisieren,v,0.25,-0.0,0.25
7424,realismus,n,0.125,-0.0,0.125
7425,realist,n,0.0,-0.625,-0.625
7426,realistisch,r,0.21899999999999997,-0.21899999999999997,-0.0
7427,realität,n,0.125,-0.0,0.125
7428,rebellion,n,0.0,-0.25,-0.25
7429,rebellisch,r,0.0,-0.344,-0.344
7430,rebutter,n,0.0,-0.75,-0.75
7431,rechnen,v,0.16699999999999998,-0.0,0.16699999999999998
7432,recht,r,0.188,0.0,0.188
7433,rechtfertigen,n,0.375,-0.0,0.375
7434,rechtfertigung,n,0.16699999999999998,-0.062,0.10400000000000001
7435,rechthaberisch,a,0.25,-0.25,0.0
7436,rechtlich,r,0.0,-0.125,-0.125
7437,rechtmäßig,a,0.25,0.0,0.25
7438,rechtmäßigkeit,n,0.5,-0.125,0.375
7439,rechtsbetrug,n,0.0,-0.25,-0.25
7440,rechtschaffenheit,n,0.41700000000000004,-0.083,0.33299999999999996
7441,rechtschreibfehler,n,0.25,-0.625,-0.375
7442,rechtsextremer flügelspieler,n,0.0,-0.125,-0.125
7443,rechtsgültigkeit,n,0.375,-0.0,0.375
7444,rechtsstreitigkeiten,n,0.125,-0.125,0.0
7445,rechtsverletzung,n,0.0,-0.75,-0.75
7446,rechtswidrig,r,0.0,-0.45,-0.45
7447,rechtswidrigkeit,n,0.0,-0.43799999999999994,-0.43799999999999994
7448,rechtzeitig,r,0.0,-0.5,-0.5
7449,recycelbar,a,0.625,-0.0,0.625
7450,rede,n,0.0,-0.20800000000000002,-0.20800000000000002
7451,rede durch den hut,v,0.0,-0.875,-0.875
7452,redlichkeit,n,0.375,-0.25,0.125
7453,redselig,r,0.25,-0.0,0.25
7454,redseligkeit,n,0.375,-0.25,0.125
7455,reduktiv,a,0.0,-0.625,-0.625
7456,reduzierbar,a,0.625,-0.0,0.625
7457,reduzieren,v,0.025,-0.15,-0.125
7458,reduziert,a,0.0,-0.188,-0.188
7459,referenz,a,0.25,-0.125,0.125
7460,referenzen,n,0.125,-0.0,0.125
7461,reflektieren,v,0.375,-0.0,0.375
7462,reflektierend,r,0.25,0.0,0.25
7463,reflex,n,0.0,-0.5,-0.5
7464,reflexartig,r,0.125,-0.0,0.125
7465,reflexion,n,0.375,-0.0,0.375
7466,reflexionsvermögen,n,0.125,-0.0,0.125
7467,reflexiv,a,0.0,-0.5,-0.5
7468,reform,v,0.3,-0.05,0.25
7469,reformiert,a,0.375,-0.125,0.25
7470,regelmäßig,r,0.16699999999999998,0.0,0.16699999999999998
7471,regelmäßigkeit,n,0.0,-0.5,-0.5
7472,regen,n,0.0,-0.125,-0.125
7473,regenbogen,n,0.125,-0.5,-0.375
7474,regeneration,n,0.25,-0.0,0.25
7475,regenerieren,v,0.292,-0.20800000000000002,0.083
7476,regensturm,n,0.0,-0.25,-0.25
7477,regentschaft,n,0.0,-0.125,-0.125
7478,regieren,n,0.188,0.0,0.188
7479,regional,r,0.125,-0.0,0.125
7480,reglementierung,n,0.0,-0.125,-0.125
7481,regnerisch,a,0.0,-0.25,-0.25
7482,regnet,a,0.0,-0.25,-0.25
7483,regulär,a,0.054000000000000006,-0.21899999999999997,-0.165
7484,rehabilitation,n,0.062,-0.188,-0.125
7485,reharmonisieren,v,0.125,0.0,0.125
7486,reiben,v,0.0,-0.25,-0.25
7487,reibungslos,a,0.25,-0.0,0.25
7488,reich,r,0.23399999999999999,-0.01,0.22399999999999998
7489,reich verziert,r,0.125,-0.0,0.125
7490,reichen,a,0.125,-0.0,0.125
7491,reichlich,a,0.222,0.0,0.222
7492,reichste,a,0.5,-0.0,0.5
7493,reichsten,a,0.5,-0.0,0.5
7494,reichtum,n,0.302,-0.188,0.115
7495,reichweite,n,0.196,-0.08900000000000001,0.107
7496,reif,r,0.265,0.0,0.265
7497,reife,n,0.125,-0.0,0.125
7498,reifen,v,0.204,0.0,0.204
7499,reifenpanne,v,0.125,-0.125,0.0
7500,reifer diabetes,n,0.25,-0.25,0.0
7501,reifsten,a,0.406,-0.0,0.606
7502,reifung,n,0.125,-0.125,0.0
7503,reigen,n,0.25,-0.25,0.0
7504,reihe,n,0.125,-0.25,-0.125
7505,reimlos,a,0.0,-0.5,-0.5
7506,reimschmied,n,0.0,-0.5,-0.5
7507,reinheit,n,0.375,-0.125,0.25
7508,reinigen,v,0.312,-0.375,-0.062
7509,reinigung,n,0.23600000000000002,-0.013999999999999999,0.222
7510,reinsten,a,0.375,-0.075,0.5
7511,reißen,v,0.0,-0.188,-0.188
7512,reisefleckig,a,0.0,-0.5,-0.5
7513,reiseverschmutzt,a,0.0,-0.5,-0.5
7514,reiten,v,0.083,-0.083,0.0
7515,reizbar,a,0.16699999999999998,-0.20800000000000002,-0.042
7516,reizbarkeit,n,0.0,-0.5,-0.5
7517,reizdarmsyndrom,n,0.0,-0.5,-0.5
7518,reizen,v,0.0,-0.125,-0.125
7519,reizend,r,0.312,0.0,0.312
7520,reizung,n,0.0,-0.312,-0.312
7521,reizvoll,r,0.43799999999999994,0.0,0.43799999999999994
7522,rekonstruieren,v,0.43799999999999994,-0.0,0.43799999999999994
7523,rekonstruktiv,a,0.75,-0.0,0.75
7524,rekonvaleszenz,n,0.0,-0.5,-0.5
7525,rekordbrechend,a,0.375,-0.0,0.375
7526,rekordbrecher,n,0.125,-0.0,0.125
7527,rekordhalter,n,0.125,-0.0,0.125
7528,rekrutierend,a,0.125,-0.625,-0.5
7529,relativität,n,0.0,-0.375,-0.375
7530,relevant,a,0.375,-0.125,0.25
7531,relevanz,n,0.25,0.0,0.25
7532,reliever,n,0.062,-0.25,-0.188
